DIM=128
100	0.0167	0.0446	0.0690	0.1715	10.0042	7311.4148
200	0.0001	0.0097	0.0185	0.1196	10.0090	7267.1975
300	-0.0000	0.0001	0.0002	0.1124	10.0142	7227.8309
400	0.0000	0.0000	0.0000	0.1124	10.0214	7176.7181
500	0.0000	0.0000	0.0000	0.1124	10.0303	7132.2096
600	0.0000	0.0000	0.0000	0.1124	10.0402	7079.3607
700	0.0000	0.0000	0.0000	0.1124	10.0511	7040.8214
800	0.0000	0.0000	0.0000	0.1124	10.0631	6993.5045
900	0.0000	0.0000	0.0000	0.1124	10.0763	6958.8795
1000	0.0000	0.0000	0.0000	0.1124	10.0906	6919.7209
1100	0.0000	0.0000	0.0000	0.1124	10.1059	6879.6739
1200	0.0000	0.0000	0.0000	0.1124	10.1223	6842.9024
1300	0.0000	0.0000	0.0000	0.1124	10.1397	6804.6436
1400	0.0000	0.0000	0.0000	0.1124	10.1581	6770.6772
1500	0.0000	0.0000	0.0000	0.1124	10.1775	6736.9148
1600	0.0000	0.0000	0.0000	0.1124	10.1979	6704.4854
1700	0.0000	0.0000	0.0000	0.1124	10.2193	6672.4928
1800	0.0000	0.0000	0.0000	0.1124	10.2416	6639.1714
1900	0.0000	0.0000	0.0000	0.1124	10.2649	6606.3056
2000	0.0000	0.0000	0.0000	0.1124	10.2891	6575.2693
2100	0.0000	0.0000	0.0000	0.1124	10.3142	6545.6642
2200	0.0000	0.0000	0.0000	0.1124	10.3401	6515.7134
2300	0.0000	0.0000	0.0000	0.1124	10.3671	6486.8093
2400	0.0000	0.0000	0.0000	0.1124	10.3948	6457.8968
2500	0.0000	0.0000	0.0000	0.1124	10.4234	6429.1169
2600	0.0000	0.0000	0.0000	0.1124	10.4528	6400.4764
2700	0.0000	0.0000	0.0000	0.1124	10.4831	6374.5222
2800	0.0000	0.0000	0.0000	0.1124	10.5141	6346.7229
2900	0.0000	0.0000	0.0000	0.1124	10.5460	6320.8465
3000	0.0000	0.0000	0.0000	0.1124	10.5786	6294.5891
