VARIENCE: 100
500	0.0000	0.0000	0.0000	0.0385	10.0283	8827.7859
1000	0.0000	0.0000	0.0000	0.0385	10.0878	8557.3237
1500	0.0000	0.0000	0.0000	0.0385	10.1735	8321.7889
2000	0.0000	0.0000	0.0000	0.0385	10.2839	8107.5542
2500	0.0000	0.0000	0.0000	0.0385	10.4172	7918.0546
3000	0.0000	0.0000	0.0000	0.0385	10.5715	7740.7274
3500	0.0000	0.0000	0.0000	0.0385	10.7453	7580.8453
4000	0.0000	0.0000	0.0000	0.0385	10.9367	7435.5987
4500	0.0000	0.0000	0.0000	0.0385	11.1437	7299.8209
5000	0.0000	0.0000	0.0000	0.0385	11.3640	7175.8458
5500	0.0000	0.0000	0.0000	0.0385	11.5941	7061.6787
6000	0.0000	0.0000	0.0000	0.0385	11.8350	6956.6183
6500	0.0000	0.0000	0.0000	0.0385	12.0798	6860.3421
7000	0.0000	0.0000	0.0000	0.0385	12.3248	6771.8819
7500	0.0000	0.0000	0.0000	0.0385	12.5678	6690.7015
8000	0.0000	0.0000	0.0000	0.0385	12.8082	6616.0020
8500	0.0000	0.0000	0.0000	0.0385	13.0346	6546.6885
9000	-0.0000	-0.0000	0.0000	0.0385	13.2462	6482.6824
9500	0.0000	0.0001	0.0004	0.0386	13.4391	6423.0239
10000	0.0000	0.0012	0.0026	0.0395	13.6278	6367.9013
10500	0.0001	0.0053	0.0106	0.0432	13.8081	6316.1299
11000	0.0007	0.0123	0.0237	0.0492	14.0025	6267.3590
11500	0.0028	0.0249	0.0457	0.0581	14.1896	6222.0111
12000	0.0062	0.0385	0.0680	0.0687	14.3804	6178.2049
12500	0.0096	0.0473	0.0811	0.0754	14.5865	6136.3832
13000	0.0133	0.0555	0.0922	0.0814	14.7937	6096.6561
13500	0.0155	0.0590	0.0957	0.0854	15.0297	6058.1474
14000	0.0191	0.0641	0.1012	0.0913	15.2786	6021.0499
14500	0.0251	0.0703	0.1072	0.1000	15.5497	5985.0573
15000	0.0304	0.0754	0.1123	0.1064	15.8530	5950.0174
15500	0.0323	0.0770	0.1135	0.1091	16.1802	5916.0626
16000	0.0349	0.0813	0.1180	0.1112	16.5087	5882.9626
16500	0.0372	0.0851	0.1224	0.1129	16.8341	5850.4009
17000	0.0389	0.0884	0.1260	0.1140	17.1446	5818.8228
17500	0.0408	0.0919	0.1303	0.1152	17.4393	5787.8096
18000	0.0431	0.0954	0.1346	0.1154	17.7284	5757.6223
18500	0.0445	0.0983	0.1384	0.1150	17.9828	5727.5261
19000	0.0459	0.1020	0.1432	0.1162	18.2198	5698.0004
19500	0.0480	0.1054	0.1472	0.1171	18.4274	5669.2705
20000	0.0487	0.1081	0.1507	0.1169	18.6027	5640.7157
20500	0.0506	0.1111	0.1543	0.1178	18.7422	5612.8689
21000	0.0512	0.1131	0.1562	0.1190	18.8566	5585.2486
21500	0.0517	0.1152	0.1592	0.1201	18.9406	5558.0296
22000	0.0542	0.1176	0.1614	0.1218	18.9970	5531.2181
22500	0.0545	0.1188	0.1631	0.1225	19.0173	5504.7531
23000	0.0563	0.1215	0.1660	0.1251	19.0160	5478.6123
23500	0.0570	0.1227	0.1669	0.1265	18.9986	5452.8928
24000	0.0584	0.1249	0.1692	0.1287	18.9725	5427.2461
24500	0.0582	0.1258	0.1707	0.1290	18.9266	5402.0520
25000	0.0597	0.1264	0.1711	0.1288	18.8751	5377.3156
25500	0.0606	0.1279	0.1725	0.1305	18.8152	5352.8153
26000	0.0612	0.1295	0.1746	0.1309	18.7570	5328.4379
26500	0.0614	0.1297	0.1744	0.1317	18.7089	5304.2765
27000	0.0610	0.1299	0.1742	0.1319	18.6709	5280.4284
27500	0.0603	0.1305	0.1751	0.1332	18.6364	5257.0196
28000	0.0587	0.1297	0.1743	0.1329	18.6362	5233.6851
28500	0.0594	0.1310	0.1751	0.1351	18.6432	5210.6474
29000	0.0591	0.1307	0.1742	0.1376	18.6665	5187.8748
29500	0.0600	0.1316	0.1737	0.1406	18.6950	5165.3051
30000	0.0603	0.1329	0.1747	0.1440	18.7328	5142.9328
30500	0.0623	0.1346	0.1759	0.1456	18.7610	5120.8423
31000	0.0616	0.1344	0.1748	0.1463	18.7914	5098.8424
31500	0.0628	0.1361	0.1760	0.1485	18.8169	5077.1487
32000	0.0656	0.1383	0.1780	0.1499	18.8368	5055.5917
32500	0.0660	0.1392	0.1783	0.1508	18.8616	5034.3161
33000	0.0661	0.1410	0.1793	0.1525	18.8826	5013.1761
33500	0.0675	0.1438	0.1827	0.1545	18.8998	4992.3576
34000	0.0676	0.1445	0.1821	0.1549	18.9379	4971.6186
34500	0.0682	0.1470	0.1840	0.1585	18.9956	4951.1028
35000	0.0675	0.1483	0.1850	0.1595	19.0829	4930.9005
35500	0.0656	0.1489	0.1851	0.1587	19.2003	4910.7128
36000	0.0618	0.1472	0.1828	0.1569	19.3492	4890.8129
36500	0.0580	0.1468	0.1825	0.1561	19.5109	4871.1246
37000	0.0482	0.1405	0.1762	0.1525	19.6887	4851.5949
37500	0.0449	0.1398	0.1763	0.1520	19.8594	4832.2496
38000	0.0406	0.1364	0.1728	0.1508	20.0270	4813.0446
38500	0.0327	0.1288	0.1654	0.1457	20.1954	4794.0450
39000	0.0303	0.1275	0.1643	0.1452	20.3669	4775.2471
39500	0.0269	0.1237	0.1610	0.1445	20.5212	4756.5478
40000	0.0249	0.1209	0.1584	0.1431	20.6667	4737.9804
40500	0.0242	0.1199	0.1570	0.1430	20.7982	4719.6117
41000	0.0222	0.1171	0.1543	0.1424	20.9163	4701.4887
41500	0.0230	0.1196	0.1570	0.1424	21.0150	4683.3999
42000	0.0240	0.1209	0.1580	0.1456	21.0946	4665.6261
42500	0.0246	0.1216	0.1587	0.1446	21.1729	4647.9713
43000	0.0288	0.1273	0.1640	0.1494	21.2274	4630.4318
43500	0.0295	0.1282	0.1644	0.1503	21.2684	4613.0602
44000	0.0314	0.1304	0.1661	0.1506	21.3024	4595.8029
44500	0.0331	0.1328	0.1678	0.1535	21.3199	4578.6758
45000	0.0397	0.1413	0.1759	0.1595	21.3394	4561.8033
45500	0.0390	0.1414	0.1759	0.1598	21.3524	4544.9878
46000	0.0440	0.1468	0.1806	0.1639	21.3800	4528.3777
46500	0.0449	0.1492	0.1832	0.1660	21.4151	4511.8685
47000	0.0494	0.1525	0.1855	0.1694	21.4536	4495.5381
47500	0.0527	0.1563	0.1889	0.1724	21.4953	4479.3461
48000	0.0532	0.1580	0.1907	0.1748	21.5438	4463.2943
48500	0.0571	0.1619	0.1942	0.1767	21.5870	4447.3552
49000	0.0595	0.1644	0.1961	0.1811	21.6281	4431.6532
49500	0.0615	0.1672	0.1991	0.1845	21.6907	4415.9419
50000	0.0637	0.1701	0.2019	0.1853	21.7623	4400.4197
50500	0.0614	0.1684	0.2004	0.1852	21.8428	4385.0595
51000	0.0639	0.1723	0.2046	0.1901	21.9254	4369.7848
51500	0.0613	0.1705	0.2036	0.1892	22.0226	4354.6116
52000	0.0597	0.1713	0.2052	0.1893	22.1227	4339.6412
52500	0.0588	0.1722	0.2066	0.1916	22.2260	4324.7541
53000	0.0537	0.1690	0.2046	0.1897	22.3398	4309.9806
53500	0.0541	0.1703	0.2065	0.1916	22.4469	4295.3401
54000	0.0502	0.1676	0.2051	0.1908	22.5597	4280.8948
54500	0.0591	0.1771	0.2131	0.1993	22.6585	4266.5255
55000	0.0591	0.1774	0.2132	0.1999	22.7592	4252.2314
55500	0.0638	0.1820	0.2170	0.2045	22.8530	4238.0999
56000	0.0691	0.1861	0.2196	0.2093	22.9318	4224.0410
56500	0.0706	0.1879	0.2212	0.2093	23.0128	4210.1192
57000	0.0754	0.1926	0.2247	0.2140	23.0757	4196.3214
57500	0.0776	0.1928	0.2238	0.2151	23.1417	4182.6658
58000	0.0817	0.1949	0.2246	0.2161	23.2067	4169.0940
58500	0.0824	0.1958	0.2253	0.2173	23.2684	4155.6175
59000	0.0850	0.1981	0.2270	0.2202	23.3345	4142.2683
59500	0.0885	0.2000	0.2275	0.2202	23.3938	4129.0855
60000	0.0928	0.2043	0.2315	0.2244	23.4465	4115.9122
60500	0.0924	0.2042	0.2314	0.2237	23.5079	4102.8841
61000	0.0951	0.2062	0.2330	0.2238	23.5632	4090.0261
61500	0.0929	0.2030	0.2291	0.2221	23.6188	4077.1787
62000	0.0976	0.2083	0.2338	0.2245	23.6671	4064.4906
62500	0.0968	0.2074	0.2329	0.2235	23.7161	4051.8713
63000	0.0966	0.2066	0.2320	0.2229	23.7578	4039.3410
63500	0.0959	0.2057	0.2308	0.2229	23.8035	4026.9699
64000	0.0969	0.2086	0.2331	0.2226	23.8395	4014.6719
64500	0.0937	0.2051	0.2297	0.2208	23.8689	4002.4717
65000	0.0959	0.2083	0.2325	0.2219	23.8999	3990.3601
65500	0.0939	0.2066	0.2309	0.2213	23.9337	3978.3807
66000	0.0939	0.2088	0.2330	0.2218	23.9683	3966.4596
66500	0.0912	0.2066	0.2302	0.2192	24.0117	3954.6193
